UserID,RegisterID,Date,EventCategory,Link,SearchTerm,Location,Modality,Name,Target,Origin,FilterGroup
c16c3328-24b1-4e57-b8d0-d34b9d647ff1,NULL,48:33.4,pageView,https://www.davita.com/diet-nutrition/recipes/sauces-seasonings/pineapple-salsa,,,,,,,
5e99a340-8a42-4248-b746-69ffb3652bea,NULL,48:41.9,pageView,https://www.davita.com/partners/hospitals,,,,,,,
efa67040-a042-4f28-9b78-d3b5949162df,NULL,48:50.3,pageView,https://www.davita.com/,,,,,,,
14774a7b-f109-4124-8a19-18b267541c06,NULL,48:58.8,pageView,https://www.davita.com/treatment-services/dialysis/on-dialysis/some-physical-side-effects-of-dialysis-and-how-to-prevent-them,,,,,,,
c7b78d6d-b538-41e6-b20d-d6456f4cbe04,NULL,48:59.1,pageView,https://www.davita.com/diet-nutrition/articles/advice,,,,,,,
2f2cf3d9-18d5-4c2c-a38d-7ba554a0b481,NULL,49:25.3,pageView,https://www.davita.com/diet-nutrition/recipes/breakfast-brunch/egg-muffins,,,,,,,
6e430bde-e22f-46b7-bd30-06cf87c31d7b,NULL,49:31.5,pageView,https://www.davita.com/sign-in,,,,,,,
7115b8f4-1bcc-4e96-a1e4-39f7692e5dc9,1152441,49:55.3,pageView,https://www.davita.com/diet-nutrition/kidney-friendly-cookbooks?new-user=true,,,,,,,
8eb6bab2-8af6-49ee-8e2f-44436adec188,NULL,50:12.6,pageView,https://www.davita.com/tools/health-portal?incenter=1,,,,,,,
2a48ef38-0eee-4a6b-933b-b08d3a526fc1,NULL,50:19.0,pageView,https://www.davita.com/,,,,,,,
12a52b2e-00e5-415a-a812-96a8fa820d01,NULL,50:25.3,pageView,https://www.davita.com/education,,,,,,,
36728a38-aa31-4d22-a4b0-f05cff7ec273,NULL,50:29.4,pageView,https://www.davita.com/education/kidney-disease/stages/stage-3-of-chronic-kidney-disease,,,,,,,
e291720d-5d01-43f3-a60f-68d623069621,NULL,50:37.8,pageView,https://www.davita.com/diet-nutrition/recipes/breakfast-brunch/quick-and-easy-apple-oatmeal-custard,,,,,,,
4b5c4840-8c3d-4b7c-9c0f-627c3fcb6fe1,NULL,50:43.2,pageView,https://www.davita.com/,,,,,,,
5e79eb2f-502a-4d1b-a716-5297d30269fe,NULL,50:44.4,pageView,https://www.davita.com/,,,,,,,
ad5588f0-fdeb-4829-8c91-c5f0ca0f1b42,NULL,50:44.5,pageView,https://www.davita.com/education/videos,,,,,,,
78dc3593-4677-49b1-94d9-5d5010694a31,NULL,50:47.3,pageView,https://www.davita.com/diet-nutrition/articles/advice/top-15-healthy-foods-for-people-with-kidney-disease,,,,,,,
0993c4f7-0ea9-4525-9de5-ad7fd517c49e,NULL,50:53.7,recipeSearch,,sauces and seasonings,,,,,,
a7084889-f2b3-4ef9-9fec-e4784720efc7,NULL,50:59.4,pageView,https://www.davita.com/,,,,,,,
72731bcb-0731-41a3-9c7d-f8c8d7bef085,1069875,51:08.8,pageView,https://www.davita.com/mydavita/health-portal/lab-results,,,,,,,
4b5c4840-8c3d-4b7c-9c0f-627c3fcb6fe1,NULL,51:14.7,pageView,https://www.davita.com/physicians,,,,,,,
ea988613-bb84-4428-9147-9310907a4a8c,NULL,51:19.0,pageView,https://www.davita.com/tools/gfr-calculator/,,,,,,,
12a52b2e-00e5-415a-a812-96a8fa820d01,NULL,51:24.6,pageView,https://www.davita.com/tools/find-dialysis-center?location=80202&modalities=0,,,,,,,
db4ce20a-8930-4e24-9ff0-ad0a3eef3608,NULL,51:28.2,pageView,https://www.davita.com/tools/health-portal?incenter=1,,,,,,,
dc40003a-3a8e-4297-a7e3-1427570c8969,NULL,51:33.3,pageView,https://www.davita.com/diet-nutrition/articles/advice/top-15-healthy-foods-for-people-with-kidney-disease,,,,,,,
2d360010-506b-41d6-b75b-7c06a2c333d8,NULL,51:34.3,pageView,https://www.davita.com/diet-nutrition/recipes/breakfast-brunch/super-simple-baked-pancake,,,,,,,
c16c3328-24b1-4e57-b8d0-d34b9d647ff1,NULL,51:36.9,pageView,https://www.davita.com/diet-nutrition/recipes/pizza-sandwiches/pineapple-pork--pepper-pizza,,,,,,,
71a2b74f-8b9d-4429-b6b8-9ddc46f8f0af,NULL,51:40.8,pageView,https://www.davita.com/tools/gfr-calculator,,,,,,,
4c646da8-a69c-41be-a330-609659f4bc08,NULL,51:41.0,pageView,https://www.davita.com/education/kidney-disease/basics,,,,,,,
f0feecb5-0833-4f2f-84d1-4f2f3a5a54ba,NULL,51:45.4,pageView,https://www.davita.com/education/education-center,,,,,,,
24397f53-ffd0-4c49-8cab-1a36daa6ca54,NULL,51:45.6,pageView,https://www.davita.com/diet-nutrition/articles/advice/diet-and-nutrition-goals-for-people-with-stage-3-chronic-kidney-disease,,,,,,,
4c646da8-a69c-41be-a330-609659f4bc08,NULL,51:46.3,pageView,https://www.davita.com/education/kidney-disease/symptoms,,,,,,,
d4f59a01-b7c6-435c-bd62-f4315918a4eb,NULL,51:46.8,pageView,https://www.davita.com/sign-in,,,,,,,
0c1d801e-bb6c-4b8d-9ac6-73087e5f9b09,NULL,51:47.1,pageView,https://www.davita.com/sign-in,,,,,,,
4c646da8-a69c-41be-a330-609659f4bc08,NULL,51:51.7,pageView,https://www.davita.com/education/kidney-disease/risk-factors,,,,,,,
4c646da8-a69c-41be-a330-609659f4bc08,NULL,51:58.7,pageView,https://www.davita.com/education/kidney-disease/stages,,,,,,,
09b3ffc3-7970-4b3a-9221-3f9d73e87327,NULL,52:10.4,pageView,https://www.davita.com/register_2?healthportal,,,,,,,
0f8b6065-d0b4-4de4-9df2-c6bcd062fb32,NULL,30:38.3,recipeSearch,,Diabetes,,,,,,recipeDietTags
0f8b6065-d0b4-4de4-9df2-c6bcd062fb32,NULL,31:34.9,recipeSearch,,Sauces & Seasonings,,,,,,recipeCategoryTags
9deeb35d-4368-4482-87e6-e85cbeb869c4,1151452,31:38.7,recipeSearch,,,,,,,,
925db1f4-afff-415d-8161-22474da53da0,NULL,34:47.5,recipeSearch,,spaghetti sauce,,,,,,
e073a225-db3a-4bb3-a95c-7ed224881413,1010217,37:58.0,recipeSearch,,veggie burger,,,,,,
ac8828fd-d471-47f7-89cc-a9e928a14c83,NULL,38:08.4,recipeSearch,,Diabetes,,,,,,recipeDietTags
1e2e311a-3d3e-4479-99f4-e450e353beab,NULL,38:27.6,recipeSearch,,chicken breasts,,,,,,
0f8b6065-d0b4-4de4-9df2-c6bcd062fb32,NULL,39:12.5,recipeSearch,,Diabetes,,,,,,recipeDietTags
0f8b6065-d0b4-4de4-9df2-c6bcd062fb32,NULL,39:20.9,recipeSearch,,Sauces & Seasonings,,,,,,recipeCategoryTags
bd07b5bc-4f91-422b-b861-a5bfedaa8b56,NULL,39:25.5,recipeSearch,,Dialysis,,,,,,recipeDietTags
bd07b5bc-4f91-422b-b861-a5bfedaa8b56,NULL,39:44.2,recipeSearch,,Desserts,,,,,,recipeCategoryTags
bd07b5bc-4f91-422b-b861-a5bfedaa8b56,NULL,39:55.7,recipeSearch,,Desserts,,,,,,recipeCategoryTags
ae54e4f1-d3ab-47da-9033-be32abdb3c12,NULL,40:58.0,recipeSearch,,Sauces,,,,,,
a3359363-d2ed-4ca5-86e0-97da893c768a,NULL,43:12.8,recipeSearch,,Sauces & Seasonings,,,,,,recipeCategoryTags
d02f1cc4-6caf-452f-8a15-70c623d9f27f,NULL,43:36.1,centerSearch,,,55426,0,,,,
fa80a38a-d977-44a4-8ef9-e550dfc576d1,NULL,45:01.1,recipeSearch,,,,,,,,
0f8b6065-d0b4-4de4-9df2-c6bcd062fb32,1143687,47:55.6,recipeSearch,,Sauces & Seasonings,,,,,,recipeCategoryTags
dc8d6719-ee3c-4d4b-9bcd-4ac7f9fe767f,NULL,49:59.0,pageView,https://local.davita.com/starthomedialysis?utm_source=miq&utm_medium=display&utm_campaign=sacramento&utm_term=geo&utm_content=boxer,,,,,,,
c7b78d6d-b538-41e6-b20d-d6456f4cbe04,NULL,50:04.6,pageView,https://www.davita.com/diet-nutrition/articles/advice/top-15-healthy-foods-for-people-with-kidney-disease,,,,,,,
12a52b2e-00e5-415a-a812-96a8fa820d01,NULL,50:26.8,pageView,https://www.davita.com/sign-in,,,,,,,
72731bcb-0731-41a3-9c7d-f8c8d7bef085,NULL,50:30.2,pageView,https://www.davita.com/sign-in,,,,,,,
c16c3328-24b1-4e57-b8d0-d34b9d647ff1,NULL,50:35.9,pageView,https://www.davita.com/diet-nutrition/recipe-search?query=Sauces,,,,,,,
ad5588f0-fdeb-4829-8c91-c5f0ca0f1b42,NULL,50:38.2,pageView,https://www.davita.com/,,,,,,,
12a52b2e-00e5-415a-a812-96a8fa820d01,262995,50:40.9,pageView,https://www.davita.com/mydavita/dashboard,,,,,,,
465a3ab7-ca95-4207-9351-a188e10d2624,NULL,50:42.8,pageView,https://www.davita.com/diet-nutrition/articles/advice/top-15-healthy-foods-for-people-with-kidney-disease,,,,,,,
b194894d-3916-41f0-ac2e-66358144fa22,NULL,50:51.1,pageView,https://www.davita.com/diet-nutrition/recipes/vegetables/zucchini-black-beans-and-rice-supper,,,,,,,
4b5c4840-8c3d-4b7c-9c0f-627c3fcb6fe1,NULL,50:52.7,pageView,https://www.davita.com/physicians,,,,,,,
72731bcb-0731-41a3-9c7d-f8c8d7bef085,1069875,50:56.6,pageView,https://www.davita.com/mydavita/health-portal-login?redirect_uri=%2Fmydavita%2Fhealth-portal%2Flab-results,,,,,,,
4c646da8-a69c-41be-a330-609659f4bc08,NULL,52:14.7,pageView,https://www.davita.com/education/kidney-disease/pediatrics,,,,,,,
097d4a53-b9df-439f-83bf-886750deb518,NULL,52:23.8,pageView,https://www.davita.com/tools/gfr-calculator/,,,,,,,
44b615c2-d1cc-4488-a8f2-e1900d7f4493,NULL,52:46.5,pageView,https://www.davita.com/tools/gfr-calculator,,,,,,,
5662f7d6-ddf5-4471-b7da-e80e03e9b45e,NULL,52:51.5,pageView,https://www.davita.com/sign-in,,,,,,,
13b50b77-1f8b-4efe-88e1-0a409b71e676,1151452,52:55.1,pageView,https://www.davita.com/diet-nutrition/recipes/beef-lamb-pork/braised-beef-brisket,,,,,,,
6437549a-2f62-4b08-a162-2f81cceda1f8,NULL,52:58.0,pageView,https://www.davita.com/,,,,,,,
ef42e2a3-7043-4a99-9642-f28707f26015,NULL,53:01.2,pageView,https://www.davitaventuregroup.com/,,,,,,,
046bb1b9-d885-407a-a121-9bb346f19102,NULL,53:05.0,pageView,https://www.davita.com/,,,,,,,
84e4fffd-a9f7-4939-aa92-85ada21a4ad1,NULL,53:11.2,pageView,https://www.davita.com/education/videos,,,,,,,
046bb1b9-d885-407a-a121-9bb346f19102,NULL,53:12.5,pageView,https://www.davita.com/partners/hospitals,,,,,,,
2d360010-506b-41d6-b75b-7c06a2c333d8,NULL,53:15.8,pageView,https://www.davita.com/diet-nutrition/articles/basics/14-tips-to-stock-a-kidney-friendly-kitchen,,,,,,,
046bb1b9-d885-407a-a121-9bb346f19102,NULL,53:18.1,pageView,https://www.davita.com/partners/health-plans,,,,,,,
7169e96e-bf8f-4527-82e4-d6e794b9c804,NULL,53:18.3,pageView,https://www.davita.com/education/kidney-disease/stages,,,,,,,
343f6cd7-ef63-49af-9be2-7bf890d1c682,NULL,53:23.4,pageView,https://www.davita.com/diet-nutrition/recipes/beef-lamb-pork/baked-pork-chops,,,,,,,
dec6575c-1c47-434f-86f4-364ee9ab2071,NULL,53:30.8,pageView,https://www.davita.com/,,,,,,,
5cb4704b-8ceb-4ba6-ac1c-100e781f707a,1152441,53:43.0,pageView,https://www.davita.com/diet-nutrition/recipes,,,,,,,
6a3bf5ea-c2e9-432a-8c98-f21a9cebd5ca,NULL,53:43.5,pageView,https://www.davita.com/diet-nutrition/recipes/vegetables/garlic-mashed-potatoes,,,,,,,
2fec769f-4907-41da-b14d-1fd1b07af06c,NULL,53:43.8,pageView,https://www.davita.com/partners/hospitals,,,,,,,
5cb4704b-8ceb-4ba6-ac1c-100e781f707a,1152441,53:55.8,pageView,https://www.davita.com/diet-nutrition/kidney-friendly-cookbooks,,,,,,,
fe138c93-7eb4-4369-9c21-950cbf6d03f3,NULL,54:04.4,pageView,https://www.davita.com/,,,,,,,
fe138c93-7eb4-4369-9c21-950cbf6d03f3,NULL,54:09.2,pageView,https://www.davita.com/education/kidney-disease/basics,,,,,,,
fe138c93-7eb4-4369-9c21-950cbf6d03f3,NULL,54:25.5,pageView,https://www.davita.com/education/kidney-disease/stages,,,,,,,
2d360010-506b-41d6-b75b-7c06a2c333d8,NULL,54:28.0,recipeSearch,,Sauces & Seasonings,,,,,,recipeCategoryTags
fe138c93-7eb4-4369-9c21-950cbf6d03f3,NULL,54:39.1,pageView,https://www.davita.com/education/kidney-disease/pediatrics,,,,,,,
baaa12c5-6e24-4ed2-9e06-10e752e6d2b5,NULL,54:55.8,pageView,https://www.davita.com/tools/health-portal,,,,,,,
31d6dde9-aea2-48d2-908b-7fa986cd6b86,NULL,55:07.0,pageView,https://www.davita.com/diet-nutrition/recipes/salads-dressings/southwest-tuna-salad,,,,,,,
78a0f698-8b7b-4016-8b66-f121f99b0b0b,NULL,55:17.7,pageView,https://www.davita.com/diet-nutrition/recipes/appetizers-snack/spicy-crunch-and-munch-snack-mix,,,,,,,
28e06a76-a706-409a-9262-760cc9e585e2,NULL,55:24.4,pageView,https://www.davita.com/register?p=cookbook,,,,,,,
c16c3328-24b1-4e57-b8d0-d34b9d647ff1,NULL,55:24.9,pageView,https://www.davita.com/diet-nutrition/recipe-search?query=Sauces,,,,,,,
ede2783f-b59e-47fe-bad2-7363e9a56310,NULL,55:29.5,pageView,https://www.davita.com/,,,,,,,
ede2783f-b59e-47fe-bad2-7363e9a56310,NULL,55:35.2,pageView,https://www.davita.com/physicians,,,,,,,
03f13785-9db7-4e11-b315-ab8013fde6ed,NULL,55:36.5,pageView,https://www.davita.com/,,,,,,,
ac681821-944a-42c2-a24f-55badfb5d143,NULL,55:39.4,pageView,https://www.davita.com/diet-nutrition/articles/advice/top-15-healthy-foods-for-people-with-kidney-disease,,,,,,,
32b4d399-b252-4651-b5e0-fd19d8e7df5a,NULL,55:40.3,pageView,https://www.davita.com/tools/kidney-disease-quiz,,,,,,,
03f13785-9db7-4e11-b315-ab8013fde6ed,NULL,55:42.5,pageView,https://www.davita.com/education/videos,,,,,,,
0f8b6065-d0b4-4de4-9df2-c6bcd062fb32,NULL,30:45.8,recipeSearch,,Sauces & Seasonings,,,,,,recipeCategoryTags
0f8b6065-d0b4-4de4-9df2-c6bcd062fb32,NULL,31:11.9,recipeSearch,,,,,,,,
0f8b6065-d0b4-4de4-9df2-c6bcd062fb32,NULL,31:27.7,recipeSearch,,Diabetes,,,,,,recipeDietTags
0f8b6065-d0b4-4de4-9df2-c6bcd062fb32,NULL,31:28.6,recipeSearch,,Dialysis,,,,,,recipeDietTags
bd07b5bc-4f91-422b-b861-a5bfedaa8b56,NULL,39:44.2,recipeSearch,,Desserts,,,,,,recipeCategoryTags
bd07b5bc-4f91-422b-b861-a5bfedaa8b56,NULL,39:57.3,recipeSearch,,Desserts,,,,,,recipeCategoryTags
d59624ab-bd85-4edd-82ba-a3aa98d3d53b,NULL,41:09.8,centerSearch,,,"philadelphia, pa",0,,,,
d9b4506b-f02a-4646-8a90-688b31100333,745487,42:18.4,recipeSearch,,chicken breast,,,,,,
5119a572-14f8-47b6-b77b-b7bec8e10fb6,1152291,43:06.2,recipeSearch,,Rolled oats,,,,,,
0993c4f7-0ea9-4525-9de5-ad7fd517c49e,NULL,44:46.6,recipeSearch,,baking powder,,,,,,
adc02fc3-62d5-42e4-a28e-ea633903953d,NULL,45:37.3,pageView,https://www.davita.com/tools/gfr-calculator/,,,,,,,
df46acd9-a290-4022-a6e9-2bfcf3296bf7,NULL,45:37.8,pageView,https://www.davita.com/,,,,,,,
29d0cbb8-96ae-465e-8f9d-7aa4079f2d43,NULL,45:42.8,pageView,https://www.davita.com/diet-nutrition/articles/advice/snacks-for-a-kidney-diet,,,,,,,
c16c3328-24b1-4e57-b8d0-d34b9d647ff1,NULL,45:47.6,pageView,https://www.davita.com/diet-nutrition/recipes/chicken-turkey/chicken-enchiladas,,,,,,,
464ab78b-7115-44a3-9aac-f00590192b73,NULL,45:49.5,pageView,https://www.davita.com/partners/health-plans,,,,,,,
4be6c04b-abca-422f-a50c-7c3fc8337897,NULL,45:52.7,pageView,https://www.davita.com/help-center/contact-us,,,,,,,
d4ce4bdb-fc0d-4c97-a255-fd1a6a0c91b7,NULL,46:01.9,pageView,https://www.davita.com/diet-nutrition/recipes/chicken-turkey/quick-and-easy-chicken-stir-fry,,,,,,,
13b50b77-1f8b-4efe-88e1-0a409b71e676,1151452,46:03.7,pageView,https://www.davita.com/diet-nutrition/recipes/appetizers-snack/barbecue-meatballs,,,,,,,
a9ce9191-7e9d-4279-a4fa-0a55b5e769d5,NULL,46:12.1,pageView,https://www.davita.com/diet-nutrition/recipe-collections/5-renal-friendly-yogurt-recipes,,,,,,,
bb23c3c4-33df-42c2-8a7a-90a4b7ad3fb9,NULL,46:18.8,pageView,https://www.davita.com/about/landlord-support,,,,,,,
84d70735-dad4-4f1b-9c56-5a8ba5547472,NULL,46:24.7,recipeSearch,,CKD non-dialysis,,,,,,recipeDietTags
baaa12c5-6e24-4ed2-9e06-10e752e6d2b5,1152439,46:34.7,pageView,https://www.davita.com/mydavita/health-portal-register?new-user=true,,,,,,,
fa2140f0-6d8c-436e-8c56-a04caac77f16,NULL,46:35.2,pageView,https://www.davita.com/education/kidney-disease/stages/stage-4-of-chronic-kidney-disease,,,,,,,
84d70735-dad4-4f1b-9c56-5a8ba5547472,NULL,46:39.1,recipeSearch,,Dialysis,,,,,,recipeDietTags
58db318e-7f8f-4f71-bd57-21ef0511b92a,NULL,46:45.8,pageView,https://www.davita.com/education/kidney-disease/symptoms,,,,,,,
c7b78d6d-b538-41e6-b20d-d6456f4cbe04,NULL,46:46.7,pageView,https://www.davita.com/diet-nutrition,,,,,,,
c16c3328-24b1-4e57-b8d0-d34b9d647ff1,NULL,46:48.9,pageView,https://www.davita.com/diet-nutrition/recipes/chicken-turkey/chicken-enchiladas,,,,,,,
58db318e-7f8f-4f71-bd57-21ef0511b92a,NULL,46:50.3,pageView,https://www.davita.com/education/kidney-disease/risk-factors,,,,,,,
8ee74fc2-6d9d-44f8-ab40-5598686140ba,NULL,46:54.1,pageView,https://www.davita.com/,,,,,,,
17ae192c-1b52-4484-b107-a509352f8dd7,NULL,46:57.0,pageView,https://www.davita.com/?_ga=2.10210421.1980050068.1611085626-207875720.1611085626,,,,,,,
269c451a-5dce-46c4-b0c8-0d05f62e2ed7,NULL,46:57.2,pageView,https://www.davita.com/help-center,,,,,,,
f01c18be-badf-4047-ae44-418d966a5bc7,NULL,46:57.7,pageView,https://www.davita.com/,,,,,,,
8ee74fc2-6d9d-44f8-ab40-5598686140ba,NULL,47:00.7,pageView,https://www.davita.com/sign-in,,,,,,,
58db318e-7f8f-4f71-bd57-21ef0511b92a,NULL,47:02.4,pageView,https://www.davita.com/education/kidney-disease/stages/early-stage-kidney-disease,,,,,,,
269c451a-5dce-46c4-b0c8-0d05f62e2ed7,NULL,47:11.8,pageView,https://www.davita.com/diet-nutrition/articles/advice/top-15-healthy-foods-for-people-with-kidney-disease,,,,,,,
8ee74fc2-6d9d-44f8-ab40-5598686140ba,1137824,47:16.1,pageView,https://www.davita.com/mydavita/dashboard,,,,,,,
58db318e-7f8f-4f71-bd57-21ef0511b92a,NULL,47:17.6,pageView,https://www.davita.com/education/kidney-disease/pediatrics,,,,,,,
c1598bc8-1afd-4d21-b5b6-d7d1cb6ee290,NULL,47:18.1,pageView,https://ckcc.davita.com/,,,,,,,
c16c3328-24b1-4e57-b8d0-d34b9d647ff1,NULL,47:23.7,pageView,https://www.davita.com/diet-nutrition/recipes/pizza-sandwiches/hawaiian-chicken-salad-sandwich,,,,,,,
6e430bde-e22f-46b7-bd30-06cf87c31d7b,NULL,47:25.2,pageView,https://www.davita.com/sign-in,,,,,,,
c7b78d6d-b538-41e6-b20d-d6456f4cbe04,NULL,47:34.6,pageView,https://www.davita.com/diet-nutrition/kidney-friendly-cookbooks,,,,,,,
3b5dbe19-d4eb-4367-878e-a94420d54add,NULL,47:35.4,pageView,https://www.davita.com/diet-nutrition/articles/advice/top-15-healthy-foods-for-people-with-kidney-disease,,,,,,,
d9b54449-4b2e-46d9-9765-91ff5e944be5,NULL,47:35.5,pageView,https://www.davita.com/tools/gfr-calculator/,,,,,,,
269c451a-5dce-46c4-b0c8-0d05f62e2ed7,NULL,47:37.5,pageView,https://www.davita.com/diet-nutrition/articles/advice/top-15-healthy-foods-for-people-with-kidney-disease,,,,,,,
925db1f4-afff-415d-8161-22474da53da0,NULL,47:39.2,recipeSearch,,white chili,,,,,,
6884a7ee-2d13-48da-acc5-dc3d3f4c22aa,NULL,47:40.9,pageView,https://www.davita.com/education/kidney-smart-classes,,,,,,,
269c451a-5dce-46c4-b0c8-0d05f62e2ed7,NULL,47:44.6,pageView,https://www.davita.com/register?p=cookbook,,,,,,,
0f8b6065-d0b4-4de4-9df2-c6bcd062fb32,1143687,47:45.6,recipeSearch,,Dialysis,,,,,,recipeDietTags
10fd5977-f1c8-4e16-9eb1-ffe6d7093270,NULL,47:45.7,pageView,https://www.davita.com/tools/gfr-calculator?utm_source=msn&utm_medium=cpc&gclid=CLDb88rLrN8CFUfxswod2GkMsQ&gclsrc=ds,,,,,,,
5dc098a9-ea70-429d-ac28-8fd68106b818,NULL,47:52.3,pageView,https://www.davita.com/diet-nutrition/articles/basics/hidden-phosphorus-in-your-diet-and-how-to-control-it,,,,,,,
baaa12c5-6e24-4ed2-9e06-10e752e6d2b5,1152439,47:53.0,pageView,https://www.davita.com/tools/health-portal,,,,,,,
6e430bde-e22f-46b7-bd30-06cf87c31d7b,953035,47:53.2,pageView,https://www.davita.com/mydavita/dashboard,,,,,,,
20e6babb-1ce1-41f5-8275-40c4a21fae3b,NULL,47:54.6,pageView,https://www.davita.com/tools/gfr-calculator,,,,,,,
13b50b77-1f8b-4efe-88e1-0a409b71e676,1151452,47:56.8,pageView,https://www.davita.com/diet-nutrition/recipes/sauces-seasonings/beef-brisket-gravy,,,,,,,
baaa12c5-6e24-4ed2-9e06-10e752e6d2b5,1152439,47:56.9,pageView,https://www.davita.com/mydavita/health-portal-register?new-user=true,,,,,,,
6e430bde-e22f-46b7-bd30-06cf87c31d7b,953035,48:06.3,pageView,https://www.davita.com/mydavita/health-portal-login?redirect_uri=%2Fmydavita%2Fhealth-portal%2Flab-results,,,,,,,
08e99e44-a875-4995-ad6d-9ec0e9aa3ab0,NULL,48:11.3,pageView,https://www.davita.com/education/videos,,,,,,,
08e99e44-a875-4995-ad6d-9ec0e9aa3ab0,NULL,48:17.1,pageView,https://www.davita.com/diet-nutrition/videos,,,,,,,
c7b78d6d-b538-41e6-b20d-d6456f4cbe04,NULL,48:38.4,pageView,https://www.davita.com/diet-nutrition,,,,,,,
6e1b3903-72e2-4726-ac81-7a1ce3697a8c,NULL,48:47.8,pageView,https://www.davita.com/,,,,,,,
efa67040-a042-4f28-9b78-d3b5949162df,NULL,48:54.7,pageView,https://www.davita.com/tools/treatment-evaluator,,,,,,,
e446c943-4959-492f-b7bc-ef1990ce2e26,NULL,38:41.4,recipeSearch,,Breakfast & Brunch,,,,,,recipeCategoryTags
0993c4f7-0ea9-4525-9de5-ad7fd517c49e,NULL,43:06.9,recipeSearch,,baking powder low phosphours,,,,,,
d02f1cc4-6caf-452f-8a15-70c623d9f27f,NULL,44:14.5,centerSearch,,,westwood,0,,,,
b4305110-e39c-4208-a012-188edee98de4,1152291,44:49.4,recipeSearch,,Breakfasts,,,,,,
7f4616f2-14bf-4eca-83fb-ac5701bed095,NULL,45:31.5,pageView,https://www.davita.com/diet-nutrition/recipes/desserts/apple-cake,,,,,,,
7115b8f4-1bcc-4e96-a1e4-39f7692e5dc9,NULL,45:36.0,pageView,https://www.davita.com/diet-nutrition/kidney-friendly-cookbooks,,,,,,,
464ab78b-7115-44a3-9aac-f00590192b73,NULL,45:37.3,pageView,https://www.davita.com/,,,,,,,
464ab78b-7115-44a3-9aac-f00590192b73,NULL,45:43.6,pageView,https://www.davita.com/partners/hospitals,,,,,,,
